1-19863635381,PERAK,ZONE TASEK,tt [Q004837 @ 08/27/2018 03:18:21 PM]  [MA] tt [Added By TM31293 27/08/2018 02:22:30 PM] ===Service No: 00502011815Problem: ASSIT CUST ON DEL T/SndtCAMS/ICP status: activeIf Customer Call Back:Request O&M to check. Thank you IVR Verification has been suc
1-19860314963,PERAK,ZONE TASEK,[Test Type:Verify STX];[Test Status:Successful];[User ID:riz11111];[Session Start Time:27/08/2018 12:13:41] tukar arrestor di cabinet [Q004948 @ 08/27/2018 02:34:07 PM]  otw [Q004948 @ 08/27/2018 01:06:39 PM]  Appt at 2.00pm [Q004948 @ 08/27/2018 10:45:32
1-19863113200,PERAK,ZONE BATU GAJAH,[Test Type:Verify STX];[Test Status:Successful];[User ID:];[Session Start Time:27/08/2018 09:59:44] [Q004959 @ 08/27/2018 03:40:50 PM]    [Q004959 @ 08/27/2018 12:57:12 PM]  roshani5@streamyx streamyx selalu slow & tidak dapat connection ctc 0194242886
1-19862769684,PERAK,ZONE IPOH,CVP  Auto Ticket Creation IVR Verification has been uccessfully done rejoin DW at las point.. [Q004736 @ 08/27/2018 03:41:47 PM]  TT [Q004736 @ 08/27/2018 03:40:17 PM]  CVP  Auto Ticket Creation
1-19860853847,PERAK,ZONE IPOH,tt [Q004830 @ 08/27/2018 01:44:31 pm]  [MA] tt [Added By B13735 27/08/2018 09:27:20 AM] [MA] tt [Added By B13735 27/08/2018 09:14:36 AM] lanjutan TT:119722559743Phone:NDTStatus:ActiveCtc:01111442542 IVR Verification has been successfully done Menukar
1-19821110813,PERAK,ZONE PARIT BUNTAR,REJOINT CABLE DSIDE O/HEAD/NAIM/AMIRAH/RJ24
1-19855141839,PERAK,ZONE KUALA KANGSAR,[Test Type:Verify STX];[Test Status:Successful];[User ID:syed5288@unifi];[Session Start Time:27/08/2018 01:54:10] [Q004842 @ 08/27/2018 03:47:23 PM]  otw [Q004842 @ 08/27/2018 03:46:54 PM]  [MA] Fya tq [Added By TM31016 27/08/2018 03:25:37 PM]
1-19850261645,PERAK,ZONE TAIPING,. [B16548 @ 08/27/2018 03:26:07 PM]  [MA] ; [Added By A17182 27/08/2018 08:49:38 AM] [MA] jalil/nava [Added By A17182 25/08/2018 09:12:45 AM]  talian telefon ndtctc : 0165100571 IVR Verification has been successfully done [B16548 @ 08/27/2018 03:48:51 PM
1-19855044592,PERAK,ZONE TASEK,sudah sampai kerumah pelanggan. pelanggan kata sudah ok. [Q004950 @ 08/27/2018 09:40:29 AM]  pelanggan bersetuju appt pada hari esok 27.8.18 jam 12pm. [Q004950 @ 08/26/2018 02:39:14 PM]   [Q004950 @ 08/26/2018 02:38:36 PM]  [MA] TT MANUAL ASIGN [Added B
1-19864101448,PERAK,ZONE IPOH,. [K24919 @ 08/27/2018 03:50:01 PM]  [MA] . [Added By TM32939 27/08/2018 02:57:43 PM] no dial tonemasalah sudah 4 hariinternet OKctc 0195039799mohon tindakan segera IVR Verification has been successfully done.   1. Tukar port V0192V/58. 2. Reconfigur
1-19863845381,PERAK,ZONE TAPAH,parallel wiring tak betul.. [Q004757 @ 08/27/2018 02:18:02 pm]  DLM pjnan [Q004757 @ 08/27/2018 01:42:36 pm]  [MA] team [Added By B16035 27/08/2018 12:51:27 PM] Troubleshooting/Advise: Assist customer STX slow connectionOutcome & comment:Create TTICP S
1-19861279453,PERAK,ZONE BATU GAJAH,on site [Q004938 @ 08/27/2018 03:55:56 PM]  [MA] ASSIGN [Added By K24901 27/08/2018 10:57:42 AM] [MA] ASSIGN [Added By K24901 27/08/2018 10:56:50 AM] Service No : 00504771415Problem : Noisy Sound + Strmx Frequent Disconnection  Previous CTT Remarks : CAMS
1-19863770882,PERAK,ZONE TAPAH,[Test Type:Verify STX];[Test Status:Successful];[User ID:zam5211];[Session Start Time:27/08/2018 04:04:16] [Q004854 @ 08/27/2018 04:07:26 PM]  otw [Q004854 @ 08/27/2018 03:06:41 PM]  [MA] team [Added By B16035 27/08/2018 01:01:18 PM] connection failurec
1-19863881142,PERAK,ZONE SETIAWAN,[MA] . [Added By K20337 27/08/2018 02:53:24 PM] [MA] . [Added By K20337 27/08/2018 02:52:40 PM] Troubleshooting/Advice: ** Assist customer on DEL Technical FaultNo Dial Tone** Assist customer on DSL Off====================================Outcome&comment:
1-19863347662,PERAK,ZONE BATU GAJAH,rejoont drop wire by syakir / izwan onsite [Q004773 @ 08/27/2018 03:13:30 PM]  [MA] Tt [Added By K24901 27/08/2018 03:02:46 PM] [MA] assign [Added By K24901 27/08/2018 12:49:31 PM] Service No: 00503666011Problem: DSL_NoDialTonePrevious TT Remarks:CAMS/ICP
1-19859842954,PERAK,ZONE BATU GAJAH,tt [Q004964 @ 08/27/2018 02:54:27 PM]  [MA]   [Added By K24901 27/08/2018 02:11:32 PM]  [MA] Ip [Added By K24901 27/08/2018 02:10:48 PM] [MA]   [Added By K24901 27/08/2018 02:10:30 PM] [MA]   [Added By TM31024 27/08/2018 09:00:43 AM] [MA]   [Added By TM31
1-19862154359,PERAK,ZONE KUALA KANGSAR,rewire rosak  [Q004841 @ 08/27/2018 10:38:53 AM]  otw [Q004841 @ 08/27/2018 10:17:23 AM]  [MA] assign [Added By K17851 27/08/2018 09:27:27 AM] Voice Down plgn mengadu alami mslh ndt hampir 4hari..tq
1-19854463990,PERAK,ZONE IPOH,tt [Q005095 @ 08/27/2018 10:39:20 AM]  apt human 27.8.201810am [Q005095 @ 08/25/2018 11:49:24 AM]  tt [Q005095 @ 08/25/2018 11:34:38 AM]  apt 25.8.201810am [Q005095 @ 08/24/2018 08:11:27 PM]  tt [Q005095 @ 08/24/2018 08:10:53 PM]  00505263627 CTC: 0125
1-19864393116,PERAK,ZONE BATU GAJAH,[MA] Tt [Added By K24901 27/08/2018 02:59:03 PM] [MA] Tt [Added By K24901 27/08/2018 02:58:33 PM] tt note:================service id:  00503593191login id: weilun98@unifiCAMS/ICP status:ActiveSEF code:CPEO CPE Ownership Programme/Active2/20/2017 05:19:13
1-19864221913,PERAK,ZONE SETIAWAN,NAMA PELANGGAN : HO YOK KUAN NO TEL : 056917901 H/P NO : 0165238338 ADUAN : TEL NDT + STX DOWN IVR Verification has been successfully done [K22425 @ 08/27/2018 04:15:54 PM]  rejoint d/w [K22425 @ 08/27/2018 04:14:33 PM]  NAMA PELANGGAN : HO YOK KUAN NO TE
1-19863974138,PERAK,ZONE SETIAWAN,[Test Type:Verify STX];[Test Status:Successful];[User ID:];[Session Start Time:27/08/2018 09:59:44] [Q005088 @ 08/27/2018 04:15:07 PM]  comfigure modem [Q005088 @ 08/27/2018 04:11:37 PM]  Troubleshooting/Advice:   ** Assist customer on DSL Stable troubles
1-19859751089,PERAK,ZONE PARIT BUNTAR,CHG.ESIDE PAIR/HOMEPREPAID SUB.DO NOT TOPUP/AZLAN/AMIRAH/RJ35
1-19862764990,PERAK,ZONE SETIAWAN,CVP  Auto Ticket Creation IVR Verification has been successfully done [Q005086 @ 08/27/2018 04:19:05 PM]  drop wire kena gigit ngan tikus [Q005086 @ 08/27/2018 04:18:35 PM]  CVP  Auto Ticket Creation
1-19864324422,PERAK,ZONE IPOH,[MA] . [Added By TM32939 27/08/2018 02:57:21 PM] Service number: 00502410311Problem: No dial tone (internet down  )icp status:active SEF code:RADS Free Telephone SetTelephone Set Warranty: yes Request O&M to check. Thank you IVR Verification has been succ
1-19860017810,PERAK,ZONE TAIPING,otw [B16548 @ 08/27/2018 04:18:18 PM]  cust request [B16548 @ 08/27/2018 03:28:30 PM]  otw [B16548 @ 08/27/2018 12:11:27 PM]  [MA] . [Added By A17182 27/08/2018 08:50:55 AM] TELEPHONE: down (NDT)INTERNET  :  OK****cus inform wired drop from pole to poleSe
1-19863279405,PERAK,ZONE SETIAWAN,CVP  Auto Ticket Creation IVR Verification has been successfully done [Q005086 @ 08/27/2018 04:23:08 PM]  wayer joint dp.putus [Q005086 @ 08/27/2018 04:22:43 PM]  CVP  Auto Ticket Creation
1-19864612880,PERAK,ZONE TAPAH,otw [Q004852 @ 08/27/2018 03:20:33 PM]  [MA] team [Added By B16035 27/08/2018 03:01:02 PM] Service No:  00504198004Problem:DEL   NDT+STX DOWNPrevious TT Remarks: CAMS/ICP status: activeSEF code:Phone Under TM Net Warranty: YesIf Customer Call Back:Reques
1-19863113779,PERAK,ZONE IPOH,ony [Q004772 @ 08/27/2018 04:16:41 PTG]  [MA] tt [Added By B13735 27/08/2018 11:48:50 AM] telefon NDTctc 0125714832 IVR Verification has been successfully done [Q004772 @ 08/27/2018 04:24:53 PTG]  ony [Q004772 @ 08/27/2018 04:16:41 PTG]  [MA] tt [Added By
1-19847784716,PERAK,ZONE TAIPING,[Test Type:Verify STX];[Test Status:Successful];[User ID:];[Session Start Time:27/08/2018 09:59:44] [K25168 @ 08/27/2018 04:27:44 PM]  ii [K25168 @ 08/27/2018 02:49:39 PM]  [MA] mm [Added By A17182 27/08/2018 08:25:33 AM] [MA] aso/zaha [Added By A17182 25
1-19810395470,PERAK,ZONE TAIPING,Resite DP BKU_003_0051 pr 6 ke BKU_003_0052 pr 7 dan Tarik d/wire 2 span done by Sufian dan Zul Nore/bala 40#rcc
1-19864360770,PERAK,ZONE TASEK,tt [Q004837 @ 08/27/2018 03:52:32 PM]  [MA] t [Added By TM31293 27/08/2018 03:51:14 PM] t[Q004837 @ 08/27/2018 03:39:15 PM] tt[Q004837 @ 08/27/2018 03:37:38 PM] Service NO :  00502013706 Problem:  DEL INTRMITTENT Previous TT Remarks:CAMS/ICP status:activ
1-19858507282,PERAK,ZONE IPOH,[Test Type:Verify STX];[Test Status:Successful];[User ID:selvan66];[Session Start Time:27/08/2018 03:26:47] [K25154 @ 08/27/2018 04:35:39 PTG]  [MA] tt [Added By TM34767 27/08/2018 03:57:16 PM] [MA] tt [Added By TM34767 27/08/2018 03:57:09 PM]  [MA] tt [A
1-19862408899,PERAK,ZONE TELUK INTAN,[Test Type:Verify STX];[Test Status:Successful];[User ID:syeewha@unifi];[Session Start Time:27/08/2018 04:27:31].....tukar drop wire.//speed..10450......//SNR..22....Att...14....Louis//John [Q004801 @ 08/27/2018 04:36:32 PM]  rosak [Q004801 @ 08/27/2018 0
1-19861222900,PERAK,ZONE SETIAWAN,[MA] s [Added By K20337 27/08/2018 03:02:02 PM] [MA] G [Added By K20337 27/08/2018 12:36:16 PM] [MA] d [Added By K20337 27/08/2018 09:31:37 AM] Service No: 00506911028Problem: DT_nodialtonePrevious TT Remarks: CAMS/ICP status:Account NameTING SIE MING  3
1-19863617554,PERAK,ZONE PARIT BUNTAR,dw [K22898 @ 08/27/2018 04:37:49 PM]  Service No: 00508901424 Problem: no dial tone Previous TT Remarks:  CAMS/ICP status:  Account NameCHONG WOON TONG  451215085105  Serial Number00508901424  cwt2015  K100653860308  Active  Home Line   SEF code:  Pho
1-19854664397,PERAK,ZONE KUALA KANGSAR,[Test Type:Verify STX];[Test Status:Successful];[User ID:kong5218];[Session Start Time:27/08/2018 04:27:24] [k22748 @ 08/27/2018 04:48:00 PM]   [MA] OTW [Added By K17851 27/08/2018 04:00:40 PM] [MA] RE ASSIGN [Added By K17851 27/08/2018 12:27:21 PM] [MA]
1-19854823633,PERAK,ZONE SETIAWAN,System generated comments
1-19858598359,PERAK,ZONE KUALA KANGSAR,tukar splinter Dan KOd wire. line ok [K25149 @ 08/27/2018 03:41:52 PM]  odw [K25149 @ 08/27/2018 03:05:58 PM]  [MA] fya [Added By K17893 27/08/2018 08:40:01 AM] SN/Login ID: bstanModem Warranty: NoAccount Status: ACTIVEProblem: frequent disconnection Comm
1-19850604607,PERAK,ZONE IPOH,ciw adv sub [Q004832 @ 08/27/2018 11:55:00 AM]  tt [Q004832 @ 08/27/2018 10:02:31 AM]  appt [Q004832 @ 08/24/2018 10:56:38 AM]  tt [Q004832 @ 08/24/2018 09:18:36 AM]  [MA] tt [Added By B13735 24/08/2018 08:38:28 AM] [MA] tt [Added By B13735 23/08/2018 03:
1-19855628136,PERAK,ZONE TAIPING,k [K20995 @ 08/27/2018 02:53:32 PM]  TEMUJANJI [K20995 @ 08/27/2018 11:56:34 AM]  k [K20995 @ 08/27/2018 11:35:40 AM]  [MA] g [Added By A17182 27/08/2018 08:29:18 AM] Service No: 00508075718Problem:*Noisy Previous TT Remarks:CAMS/ICP status: 20SEF code: d
1-19863102734,PERAK,ZONE TAIPING,tt [Q004826 @ 08/27/2018 04:16:06 PM]     [B16550 @ 08/27/2018 11:42:06 AM]     [B16550 @ 08/27/2018 11:29:42 AM]  [MA]   [Added By B16550 27/08/2018 11:25:46 AM] [MA] . [Added By A17182 27/08/2018 11:25:03 AM] plgn complain telefon +stx ndt no tel:005088
1-19857282237,PERAK,ZONE TELUK INTAN,Rejoint CIW putus di soket. Cordless plgn tiada warranty rosak. [K18748 @ 08/27/2018 12:32:53 PM]  X [K18748 @ 08/27/2018 10:39:43 AM]  [MA] x [Added By K25944 27/08/2018 10:25:25 AM] Troubleshooting / Advise: * Assist Cu
1-19845810975,PERAK,ZONE TASEK,[Test Type:Verify STX];[Test Status:Successful];[User ID:];[Session Start Time:27/08/2018 09:59:44] [K27616 @ 08/27/2018 05:41:51 PM]   [MA] tt [Added By TM31293 27/08/2018 09:37:44 AM] [MA] t [Added By TM31293 27/08/2018 08:53:39 AM] [MA] t [Added By TM3
1-19861321929,PERAK,ZONE IPOH,ony [Q004772 @ 08/27/2018 09:21:54 PG]  [MA] tt [Added By B13735 27/08/2018 08:31:44 AM] CVP  Auto Ticket Creation Verification via call to 00505285066 has been successfully done. Please proceed to RESOLVE this TT. [Q004772 @ 08/27/2018 09:51:39 AM]  ony
1-19853941261,PERAK,ZONE IPOH,. [TM30995 @ 08/27/2018 09:40:57 AM]  [MA] x [Added By TM31015 27/08/2018 08:38:38 AM] sppt[K22472 @ 08/25/2018 12:28:12 PM] p[K22472 @ 08/25/2018 11:45:53 AM] [MA] tt [Added By K25939 25/08/2018 09:03:04 AM] CVP  Auto Ticket Creation IVR Verification ha
1-19855458713,PERAK,ZONE SETIAWAN,[MA] d [Added By K20337 27/08/2018 09:47:01 AM] [MA] F [Added By K20337 27/08/2018 09:25:34 AM]  [K22484 @ 08/26/2018 09:53:35 AM]  [K22484 @ 08/26/2018 09:53:15 AM] [MA]   [Added By K20238 26/08/2018 09:49:21 AM] [MA]   [Added By K20238 26/08/2018 09:49:
1-19858734550,PERAK,ZONE TAIPING,tt [Q004826 @ 08/27/2018 11:16:03 AM]  [MA] . [Added By A17182 27/08/2018 08:40:01 AM] Service No:00508830337Problem: DEL TECH FAULT ndtPrevious TT Remarks: CAMS/ICP status: activeSEF code: Phone Under TM Net Warranty: NoIf Customer Call Back:Request O&M
1-19858832076,PERAK,ZONE TAIPING,otw [B16548 @ 08/27/2018 11:43:11 AM]  [MA] . [Added By A17182 27/08/2018 08:50:44 AM] Troubleshooting/Advise:  phone ndt  cannot call out cannot call in streamyx down ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~Outcome & comment:  create tt ~~~~~~~~~~~~~~~~~~~~~
1-19857793447,PERAK,ZONE TELUK INTAN,sub lupa sambung cord wayar di modem...[Test Type:Verify STX];[Test Status:Successful];[User ID:adl3443];[Session Start Time:26/08/2018 10:15:55] [Q004955 @ 08/27/2018 01:16:19 PTG]  .. [Q004955 @ 08/27/2018 01:15:34 PTG]  [MA] y [Added By K25944 27/08/20
1-19850559133,PERAK,ZONE TAIPING,[MA] . [Added By A17182 27/08/2018 12:07:54 PM] premises close[Z52108 @ 08/27/2018 12:04:09 PM] .[Z52108 @ 08/27/2018 11:59:41 AM] [MA] . [Added By A17182 27/08/2018 09:53:49 AM] [MA] . [Added By A17182 24/08/2018 09:17:10 AM]  [MA] otw [Added By A17182 2
1-19863630231,PERAK,ZONE TELUK INTAN,CVP  Auto Ticket Creation IVR Verification has been successfully done......tukar drop wire rosak..... Louis//John [Q004801 @ 08/27/2018 03:14:20 PM]  rosak [Q004801 @ 08/27/2018 03:13:35 PM]  CVP  Auto Ticket Creation
1-19855833178,PERAK,ZONE PARIT BUNTAR,[MA] ... [Added By K21771 27/08/2018 12:21:52 PM] ....[K22898 @ 08/27/2018 12:17:30 PM] ...[K22898 @ 08/27/2018 12:16:47 PM] [MA] ... [Added By K21771 27/08/2018 08:32:42 AM] [MA] .. [Added By K21771 27/08/2018 08:32:24 AM]  [MA] .. [Added By K21771 25/08
1-19855332046,PERAK,ZONE TASEK,change telephone [Q005084 @ 08/27/2018 10:28:26 AM]  go [Q005084 @ 08/27/2018 09:24:09 AM]  [MA] TT MANUAL ASIGN [Added By TM31293 27/08/2018 09:02:35 AM] [MA] TT MANUAL ASIGN [Added By TM31293 27/08/2018 08:24:19 AM] pgln tidak berjawab;;Dp ada tone[Q005
1-19862752683,PERAK,ZONE SETIAWAN,rejoint last point .. [Q004774 @ 08/27/2018 04:12:47 PM]  [MA] l [Added By K20337 27/08/2018 10:47:09 AM] Troubleshooting/Advise: Assist customer on NDT Outcome & comment: create sr and ctt Special Remarks / Additional Advise: ccp option caller on beha
1-19863248331,PERAK,ZONE TELUK INTAN,Tukat ES rosak.SNI/Login ID: 00506215332 Warranty: NO Account Status: ACTIVE Problem: DEL Technical Fault  Comment: Request O&M to check. Thank You IVR Verification has been successfully done [K18748 @ 08/27/2018 04:37:24 PM]  X [K18748 @ 08/27/2018 04:36
1-19860908928,PERAK,ZONE TAIPING,[Test Type:Verify STX];[Test Status:Successful];[User ID:];[Session Start Time:27/08/2018 09:59:44]speed down 8m [B16548 @ 08/27/2018 04:41:31 PM]  . [B16548 @ 08/27/2018 04:39:38 PM]  [MA] . [Added By A17182 27/08/2018 08:52:10 AM] ## SMART TEMPLATE*****
1-19862985092,PERAK,ZONE KUALA KANGSAR,ndt [K22754 @ 08/27/2018 02:29:33 PM]  Service Request Fault   nama pengadu:ROSMA BT ABDUL no untuk di hubungi:00507914344 nama pemilik akaun:ROSMA BINTI ABDUL servis/login id:00507914344 akaun no: isu/aduan:NDT IVR Verification has been successfully done
1-19862908477,PERAK,ZONE BATU GAJAH,Line tel test ok.call out ok. call in bar incoming call. DownGrade PORT speed dr 5Mbps ke 2 Mbps. tindakan [K22806 @ 08/27/2018 12:00:14 PM]   Troubleshooting/Advise: Assist customer on cannot call in frequent disconnection  Outcome & comment: create tt
1-19849431176,PERAK,ZONE TAIPING,. [Z52108 @ 08/27/2018 03:54:57 PM]  . [Z52108 @ 08/27/2018 03:03:03 PM]  [MA] . [Added By A17182 27/08/2018 12:06:50 PM] premises close[Z52108 @ 08/27/2018 11:54:11 AM] .[Z52108 @ 08/27/2018 11:53:02 AM] [MA] . [Added By A17182 27/08/2018 10:14:53 AM] [M
1-19857555921,PERAK,ZONE TASEK,Telephone Faulty Underwarranty TMPoint .. Pelanggan Maklum Pada Technician; Husband Miss Khew Bawa Set Telephone Ke TMPoint; Pelanggan Maklum Pihak TMPoint Akan Repair / Tukar Yang Baru .. ( 2 Minggu ) Pelanggan Benarkan Closed Report; Confirm With Miss K
1-19856340544,PERAK,ZONE PARIT BUNTAR,iw rosak [K18777 @ 08/27/2018 12:57:04 PM]  . [K18777 @ 08/27/2018 12:55:59 PM]  [MA] ... [Added By K21771 27/08/2018 08:33:55 AM] Service No:ajm64911Problem:DSL light offPrevious TT Remarks:CAMS/ICP status:activeSEF code:Phone Under TM Net Warranty:Yes
1-19845875403,PERAK,ZONE PARIT BUNTAR,REJOINT CABLE DSIDE O/HEAD/NAIM/AMIRAH/RJ24
1-19862189611,PERAK,ZONE TAIPING,h [K20995 @ 08/27/2018 05:22:41 PM]  [MA] . [Added By A17182 27/08/2018 10:42:59 AM] plgn complain tak boleh call in/out tone ada (test set ok) mohon bantuan ctc 0164513039 IVR Verification has been successfully done. TUKAR E/SIDE PAIR [K20995 @ 08/27/201
1-19855369633,PERAK,ZONE IPOH,kerja normalize cable and duct way due to cable cut from third party [TM32778 @ 2018/08/27 17:39:53]/ zul/ sy*rcc
1-19863997484,PERAK,ZONE IPOH,kerja normalize cable and duct way due to cable cut from third party [TM32778 @ 2018/08/27 17:39:53]/ zul/ sy*rcc
1-19853233686,PERAK,ZONE TAIPING,dis.tukar PR. [K25162 @ 08/27/2018 02:53:53 PM]  [MA] . [Added By A17182 27/08/2018 10:36:13 AM] servis no : 058081835ctc : 0125886923telefon tiada nada+set ok IVR Verification has been successfully done [K25162 @ 08/27/2018 05:52:19 PM]  dis [K25162 @ 08
1-19863881274,PERAK,ZONE TAIPING,[Test Type:Verify STX];[Test Status:Successful];[User ID:tienluan];[Session Start Time:27/08/2018 12:51:49]. enable WiFi [Q004779 @ 08/27/2018 06:07:09 PM]  otw [Q004779 @ 08/27/2018 05:53:57 PM]  [MA] M.Assign [Added By B16550 27/08/2018 04:06:16 PM] [MA
1-19862266238,PERAK,ZONE TASEK,[Test Type:Verify STX];[Test Status:Successful];[User ID:bolia16@unifi];[Session Start Time:27/08/2018 03:44:46].  RTDSLAM port faulty change port and reset port by HBC and line tested with customer OK. [Q005084 @ 08/27/2018 06:20:11 PM]  test port [Q0050
1-19865306201,PERAK,ZONE BATU GAJAH,[Q004962 @ 08/27/2018 04:49:58 PM]  del ok internet no connection modem internet lampu merah  mohon bantu  akaun aktif  ctc no: 0195135319 IVR Verification has been successfully done [Q004962 @ 08/27/2018 06:31:11 PM]    [Q004962 @ 08/27/2018 04:49:58 PM]
1-19854843910,PERAK,ZONE TAIPING,. [TM34046 @ 08/27/2018 05:02:18 PM]  [MA] . [Added By A17182 27/08/2018 11:24:05 AM] [MA] . [Added By A17182 27/08/2018 11:22:59 AM] .[TM34046 @ 08/27/2018 10:45:21 AM] .[TM34046 @ 08/27/2018 10:44:19 AM] [MA] . [Added By A17182 27/08/2018 10:19:28 AM] T
1-19862889952,PERAK,ZONE TELUK INTAN,internal wayering pelanggan rosak....advise sub [TM30991 @ 08/27/2018 06:11:18 PM]  a [TM30991 @ 08/27/2018 06:10:07 PM]  [MA] y [Added By K25944 27/08/2018 04:40:07 PM] [MA] . [Added By K25944 27/08/2018 04:13:59 PM] [MA] y [Added By K25944 27/08/2018 12
1-19858325833,PERAK,ZONE PARIT BUNTAR,
1-19860858613,PERAK,ZONE TAPAH,changed new connector @lastpoint. phone line tested OK; confirmed by customer. checking ... [Q005060 @ 08/27/2018 10:27:52 AM]  [MA] team [Added By B16035 27/08/2018 09:38:38 AM] No dail Tone CCP : One time charge IVR Verification has been successfully do
1-19853864542,PERAK,ZONE TASEK,[MA] tt [Added By TM31293 27/08/2018 09:35:41 AM] appt hari isnin[TM30106 @ 08/25/2018 12:53:25 PM] call[TM30106 @ 08/25/2018 12:52:46 PM] [MA] TT [Added By TM31293 25/08/2018 09:12:28 AM] Service No: 00502910813Problem: No Dial Tone + Connection FailureP
1-19859634957,PERAK,ZONE TAIPING,[Test Type:Verify STX];[Test Status:Successful];[User ID:anahaz];[Session Start Time:27/08/2018 10:50:50] [K25168 @ 08/27/2018 11:34:47 AM]  ty [K25168 @ 08/27/2018 10:32:02 AM]  [MA] mm [Added By A17182 27/08/2018 08:26:43 AM] Login ID: anahazProblem: St
1-19855129211,PERAK,ZONE TASEK,System generated comments
1-19861935014,PERAK,ZONE TAIPING,[MA] . [Added By A17182 27/08/2018 08:51:04 AM] Service No:00508050796Problem:NDT STX DOWNPrevious TT Remarks:CAMS/ICP status:activeIf Customer Call Back:Request O&M to check. Thank you IVR Verification has been successfully done [B16548 @ 08/27/2018 12:
1-19855064906,PERAK,ZONE TELUK INTAN,rejoint internal wiring.. [TM33734 @ 08/27/2018 10:39:12 AM]  q [TM33734 @ 08/27/2018 10:38:50 AM]  [MA] y [Added By K25944 27/08/2018 09:44:13 AM] [MA] . [Added By K25944 24/08/2018 06:00:08 PM] del no dial toneacc activeinternet no connectionalat telah
1-19854221870,PERAK,ZONE IPOH,[Test Type:Verify STX];[Test Status:Successful];[User ID:para6102];[Session Start Time:27/08/2018 12:13:01].     Rejoint D/W  clear [K24919 @ 08/27/2018 01:25:50 PM]  . [K24919 @ 08/27/2018 01:24:54 PM]  [MA] . [Added By TM32939 27/08/2018 08:22:33 AM] [
1-19862883551,PERAK,ZONE IPOH,"on y [Q004772 @ 08/27/2018 11:52:07 PG]  OVAL  ** A 0164220955 **SNI Not Appear At Oval   Time			: 10:36 AM 27/8/2018 Customer Name		:KHAIRUL ADHHA BIN ABD MANAS mobile number		:0164220955 service number		:00505260959// adhha_k NRIC			: 7702260863"
1-19856297385,PERAK,ZONE TAIPING,[Test Type:Verify STX];[Test Status:Successful];[User ID:ismael];[Session Start Time:27/08/2018 11:28:47]upgread port [Q003118 @ 08/27/2018 11:32:37 AM]  . [Q003118 @ 08/27/2018 10:34:42 AM]  reappointment Monday cust tiada di rumah [Q003118 @ 08/25/2018
1-19863239697,PERAK,ZONE TAPAH,[Test Type:Verify STX];[Test Status:Successful];[User ID:lms5570];[Session Start Time:27/08/2018 02:56:44] [Q005059 @ 08/27/2018 03:09:40 pm]  otw [Q005059 @ 08/27/2018 02:59:22 pm]  [MA] team [Added By B16035 27/08/2018 02:16:17 PM] Troubleshooting/Advic
1-19844316555,PERAK,ZONE TAIPING,jj [K25168 @ 08/27/2018 02:49:11 PM]  [MA] . [Added By A17182 27/08/2018 11:40:08 AM] [MA] . [Added By A17182 27/08/2018 11:39:50 AM] wp[K25168 @ 08/27/2018 10:36:55 AM] tt[K25168 @ 08/27/2018 10:36:08 AM] [MA] mm [Added By A17182 27/08/2018 08:24:41 AM]
1-19864344962,PERAK,ZONE TAPAH,[Test Type:Verify STX];[Test Status:Successful];[User ID:wyeng11@unifi];[Session Start Time:27/08/2018 01:33:44] [Q005059 @ 08/27/2018 03:32:02 pm]  otw [Q005059 @ 08/27/2018 03:11:17 pm]  [MA] team [Added By B16035 27/08/2018 02:51:33 PM] SN/Login ID:  0
1-19859991548,PERAK,ZONE SETIAWAN,[MA] s [Added By K20337 27/08/2018 09:40:56 AM] [MA] F [Added By K20337 27/08/2018 09:27:11 AM]  [K22484 @ 08/27/2018 08:39:16 AM]  [MA]   [Added By K20238 27/08/2018 08:37:31 AM] [MA]   [Added By K20238 27/08/2018 08:35:21 AM] Service No: 00506927699Prob
1-19845611209,PERAK,ZONE PARIT BUNTAR,[Test Type:Verify STX];[Test Status:Successful];[User ID:snchan];[Session Start Time:27/08/2018 03:30:52]...tukar dropwire [TM31019 @ 08/27/2018 03:36:09 PM]  ... [TM31019 @ 08/27/2018 03:25:46 PM]  [MA] ... [Added By K21771 27/08/2018 11:13:21 AM] ...[TM
1-19845910896,PERAK,ZONE BATU GAJAH,OK
1-19854337648,PERAK,ZONE TAPAH,[Test Type:Verify STX];[Test Status:Successful];[User ID:nuar_75];[Session Start Time:27/08/2018 04:02:47] [Q004853 @ 08/27/2018 04:08:07 PM]   [MA] otw [Added By B16035 27/08/2018 09:56:41 AM] [MA] team [Added By B16035 27/08/2018 09:55:58 AM] otw[Q00485
1-19853200038,PERAK,ZONE PARIT BUNTAR,.... [TM31019 @ 08/27/2018 04:02:41 PM]  ... [TM31019 @ 08/27/2018 03:39:29 PM]  ... [TM31019 @ 08/27/2018 03:38:52 PM]  [MA] .... [Added By K21771 27/08/2018 08:44:31 AM] TELEFON BUNYI BISING; INTERNET DOWN IVR Verification has been successfully done....
1-19860342295,PERAK,ZONE TAIPING,[Test Type:Verify STX];[Test Status:Successful];[User ID:nor.5304];[Session Start Time:27/08/2018 03:17:33] [Q004826 @ 08/27/2018 04:32:59 PM]  tt [Q004826 @ 08/27/2018 04:08:58 PM]  appt pukul 4.00 ptg..plggn keluar berkerja [Q004826 @ 08/27/2018 10:16:3
